gvkey,indfmt,datafmt,consol,popsrc,fyear,datadate,act,at,ceq,dlc,dltt,ebitda,lct,exchg,ninc,conm,costat,fic,cik,sic
208214,INDL,HIST_STD,C,I,2011,20111231,270.821,342.654,65.934,48.932,0.642,-10.216,261.382,181,,SPK-SENTOSA CORP BHD,I,MYS,,1389
208214,INDL,HIST_STD,C,I,2012,20121231,136.126,177.987,4.353,25.892,0.382,-65.534,168.385,181,,SPK-SENTOSA CORP BHD,I,MYS,,1389
208266,INDL,HIST_STD,C,I,2010,20101231,115.137,138.651,118.182,1.467,3.93,-10.914,11.476,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2011,20111231,213.487,245.022,215.206,1.539,1.132,10.756,20.505,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2012,20121231,254.449,295.182,254.449,0.488,0.215,2.988,33.947,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2013,20131231,127.134,402.729,351.069,0.09,0.064,60.767,44.234,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2014,20141231,139.5,387.683,332.645,0.302,0.767,-5.944,48.265,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2015,20151231,367.817,400.491,354.927,0.229,0.497,-18.048,39.709,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2016,20161231,445.172,481.822,344.217,0.192,0.223,-3.043,132.51,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208266,INDL,HIST_STD,C,I,2017,20171231,412.191,444.148,363.939,0.21,0.035,0.839,80.168,170,,SOUTH SEA PETROLEUM HLDGS,A,HKG,,1311
208387,INDL,HIST_STD,C,I,2010,20101231,10238,32226,16185,4328,2478,2951,7680,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2011,20111231,16548,84069,30476,2611,24964,12018,12509,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2012,20121231,27251,108542,44422,6116,26562,15460,18363,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2013,20131231,22862,119462,50406,14533,17799,17184,27131,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2014,20141231,19615,117710,52888,11281,16873,16714,24502,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2015,20151231,18456,108081,49123,7929,15984,14537,20238,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2016,20161231,32152,138769,40931,16037,21842,17836,47605,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208387,INDL,HIST_STD,C,I,2017,20171231,32895,140558,40025,11963,32719,16599,39451,170,,KUNLUN ENERGY CO LTD,A,BMU,,1311
208467,INDL,HIST_STD,C,I,2010,20101231,26.916,90.079,42.841,28.919,0,-8.162,41.823,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2011,20111231,38.165,66.436,57.302,0,0,-22.128,3.531,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2012,20121231,26.129,64.277,51.928,0,0,-4.719,6.346,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2013,20131231,23.967,44.597,35.419,0,0,-6.951,6.458,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2014,20141231,29.782,40.063,34.245,0,0,-1.735,3.398,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2015,20151231,14.906,32.471,23.794,0,0,-10.871,8.432,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2016,20161231,17.815,35.372,18.101,0,3.299,-11.778,12.956,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208467,INDL,HIST_STD,C,I,2017,20171231,4.112,20.165,6.985,0,5.568,-10.801,3.354,106,,PETSEC ENERGY LTD,A,AUS,1041895,1311
208482,INDL,HIST_STD,C,I,2010,20101231,723.398,2321.632,2273.319,0,0,548.355,48.313,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2011,20111231,1241.362,3247.511,3150.245,0,0,1000.4,97.266,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2012,20121231,1082.102,3350.506,3265.882,0,0,299.127,84.624,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2013,20131231,673.144,3296.524,3210.763,0,0,298.795,78.441,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2014,20141231,934.812,3418.683,3309.014,0,0,545.032,96.946,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2015,20151231,1130.158,3615.445,3541.457,0,0,183.917,66.993,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2016,20161231,1110.145,3630.093,3565.255,0,0,60.968,40.254,203,,PHILODRILL CORP OV,A,PHL,,1311
208482,INDL,HIST_STD,C,I,2017,20171231,1065.608,3641.12,3565.339,0,0,41.607,46.778,203,,PHILODRILL CORP OV,A,PHL,,1311
208623,INDL,HIST_STD,C,I,2010,20101231,85076.166,342219.553,172293.999,7944.732,69893.283,102262.211,58196.592,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2011,20111231,2737.799,14131.432,6311.662,1003.317,2869.847,4058.514,3139.797,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2012,20121231,4031.245,19637.018,10711.3,163.547,3609.415,4672.527,2374.976,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2013,20131231,4105.587,21572.388,11728.52,356.523,3666.459,5229.781,2632.552,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2014,20141231,5585.949,23290.471,12547.985,749.216,3479.5,4626.849,2879.763,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2015,20151231,4700.706,19642.326,11327.991,0,3005.241,2748.666,1407.77,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2016,20161231,5190.334,18891.377,11386.465,0,2831.624,2864.444,1100.817,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
208623,INDL,HIST_STD,C,I,2017,20171231,5764.836,19219.821,11516.653,399.71,2507.451,2475.905,1601.256,110,,PTT EXPLORATION & PRODUCTION,A,THA,926502,1311
209220,INDL,HIST_STD,C,I,2010,20100630,388.081,985.437,398.256,72.562,396.934,90.662,161.496,181,,M3NERGY BERHAD,I,MYS,,1389
209258,INDL,HIST_STD,C,I,2010,20101231,1290.7,8378,3808.3,325.5,2216.7,560.4,1485.1,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2011,20111231,1172.4,10634.1,4690.4,217.8,2858.1,1670.1,1532.6,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2012,20121231,1294.2,9381.8,5229.2,1,1204.2,1004.4,1228.8,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2013,20131231,2069.3,11508.6,5322.9,160.6,2024.4,906,1432.3,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2014,20141231,2086.6,11421.7,3996,132.8,3237.2,-676.8,1339.2,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2015,20151231,1841,11347.8,3154.9,75.3,4288.9,-415.5,1581.8,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2016,20161231,2461.6,10801.7,2230.1,593.4,4413,-218.1,1648.5,194,,TULLOW OIL PLC,A,GBR,1145678,1311
209258,INDL,HIST_STD,C,I,2017,20171231,2324.3,11028.5,2706,228.1,4923.9,405.5,1354.5,194,,TULLOW OIL PLC,A,GBR,1145678,1311
210268,INDL,HIST_STD,C,I,2010,20100630,0.438,2.68,1.756,0,0.897,-0.477,0.028,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2011,20110630,0.529,2.761,2.701,0,0,-0.405,0.06,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2012,20120630,0.215,5.114,4.962,0,0,-0.728,0.151,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2013,20130630,0.117,5.02,4.823,0,0,-0.638,0.197,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2014,20140630,0.477,5.631,4.304,1.19,0,-0.364,1.326,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2015,20150630,4.106,4.754,3.523,0.288,0,-2.187,1.231,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2016,20160630,2.549,3.268,3.151,0,0,-0.665,0.117,106,,GREENVALE ENERGY NL,A,AUS,,1311
210268,INDL,HIST_STD,C,I,2017,20170630,1.858,2.694,2.634,0,0,-0.559,0.06,106,,GREENVALE ENERGY NL,A,AUS,,1311
210896,INDL,HIST_STD,C,I,2010,20101231,6076.393,10531.202,8312.337,0,0,1862.573,2198.621,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2011,20111231,6130.656,11449.599,9030.625,0,0,1308.703,2402.659,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2012,20121231,4578.49,11138.204,8549.338,405,0,-166.724,2569.618,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2013,20131231,4320.215,10629.304,7096.488,1602.907,0,-708.814,3504.507,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2014,20141231,45824.701,81295.708,18697.12,12015.579,568.163,8018.558,61937.914,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2015,20151231,49511.042,85307.777,24638.094,12157.672,670.123,4732.893,59903.473,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2016,20161231,41130.578,74493.166,8442.868,17254.639,796.634,-12200.812,65091.412,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
210896,INDL,HIST_STD,C,I,2017,20171231,31822.355,61942.629,-2102.628,17539.674,508.863,-5063.853,63363.079,170,,SINOPEC OILFIELD SERV CORP,A,CHN,,1389
211001,INDL,HIST_STD,C,I,2009,20100331,14724.947,173224.729,18546.507,2613.959,139027.039,22008.711,11955.535,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2010,20110331,21325.359,160712.965,18077.73,3772.832,126705.013,22536.92,12378.294,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2011,20120331,15397.82,173684.71,25806.45,23690.75,111443.71,18902.09,33336.91,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2012,20130331,17337.95,181885.16,30027.21,22853.75,113613.63,21109.54,35031.04,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2013,20140331,19779.12,200473.93,38852.26,35100.49,110508.32,23343.44,47658.81,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2014,20150331,22405.69,209725.88,54200.52,9719.05,130877.51,24564.13,21075,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2015,20160331,29729.15,220651.2,57662.49,12207.52,133706.73,19234.09,25608.28,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2016,20170331,24258.49,187277.05,26354.67,21779.22,118272.1,9275.71,38417.86,219,,ABAN OFFSHORE LTD,A,IND,,1381
211001,INDL,HIST_STD,C,I,2017,20180331,24943.45,169376.83,186.81,1805.98,602.34,6508.44,164560.1,219,,ABAN OFFSHORE LTD,A,IND,,1381
211262,INDL,HIST_STD,C,I,2009,20100331,2324.689,19154.916,11078.992,0,6524.677,1096.256,1551.247,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2010,20110331,3499.041,19409.398,11818.265,0,5894.292,2472.083,1374.307,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2011,20120331,2026.727,20038.792,12163.683,665.822,5241.119,910.003,1295.174,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2012,20130331,1954.746,17582.369,6627.393,691.405,8166.505,732.902,1823.103,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2013,20140331,1015.627,16619.852,5359.395,2451.286,7016.84,-202.797,3180.634,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2014,20150331,1533.396,4348.204,2807.252,0,0,-80.292,437.077,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2015,20160331,2409.562,4898.386,2886.545,0,0,86.994,634.523,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2016,20170331,2352.603,5247.564,3413.452,0,0,14.232,674.521,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211262,INDL,HIST_STD,C,I,2017,20180331,2027.02,5446.048,3832.074,,2.486,296.908,422.142,219,,HINDUSTAN OIL EXPLORATION CO,A,IND,,1311
211434,INDL,HIST_STD,C,I,2010,20101231,4772.149,8033.327,3864.544,1028.723,943.661,105.324,1833.917,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2011,20111231,4993.393,8648.071,3039.038,939.973,1429.655,121.53,2027.289,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2012,20121231,4193.289,8668.663,3181.007,1389.045,1510.862,261.098,2415.324,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2013,20131231,3977.821,7587.973,3250.187,1038.948,1059.439,225.598,2024.293,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2014,20141231,3759.729,6877.335,2755.219,994.548,1108.637,139.585,1980.553,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2015,20151231,3958.733,7441.364,2652.122,1456.059,665.525,306.96,2693.843,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2016,20161231,3905.503,7831.896,2578.346,1393.837,895.383,400.618,2788.691,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211434,INDL,HIST_STD,C,I,2017,20171231,4892.249,9278.511,2608.363,2617.603,747.215,757.918,4308.169,174,,DOGAN SIRKETLER GRUBU HLDG,A,TUR,,1311
211498,INDL,HIST_STD,C,I,2010,20101231,490.327,1848.519,834.79,138.653,540.16,170.038,394.229,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2011,20111231,238.04,1487.909,765.11,22.112,400.1,198.06,193.763,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2012,20121231,251.173,1643.471,767.548,124.64,346.752,283.067,338.257,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2013,20131231,485.067,1891.406,765.838,369.199,292.991,394.93,564.22,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2014,20141231,399.96,2115.915,890.697,73.285,593.841,344.568,264.447,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2015,20151231,468.091,2452.689,1102.185,20.197,726.334,-56.506,185.538,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2016,20161231,377.243,2396.433,1074.53,100.041,630.812,136.757,262.738,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211498,INDL,HIST_STD,C,I,2017,20171231,376.149,1936.387,845.004,1.943,578.347,172.575,163.483,286,,ETABLISSEMENTS MAUREL & PROM,A,FRA,,1311
211523,INDL,HIST_STD,C,I,2010,20101231,136.201,138.503,102.696,0,14.922,-0.204,2.92,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2011,20111231,12.981,123.55,88.687,23.825,1.004,-3.403,29.595,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2012,20121231,15.934,147.162,78.13,60.71,0,-0.501,64.593,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2013,20131231,206.876,207.035,118.36,36.386,28.589,-5.111,49.779,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2014,20141231,52.611,57.168,2.464,50.686,0,-65.109,53.442,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2015,20151231,6.344,9.429,-41.03,47.5,0,-6.464,50.018,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2016,20161231,2.873,3.284,-45.449,47.5,0,-3.556,48.56,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211523,INDL,HIST_STD,C,I,2017,20171231,0.254,0.55,-48.207,47.5,0,-2.445,48.597,106,,BIG STAR ENERGY LTD,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2010,20100630,2.839,4.072,3.724,0,0,-1.046,0.328,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2011,20110630,3.04,3.917,3.72,0,0,-3.092,0.18,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2012,20120630,1.997,8.097,7.719,0,0,-1.338,0.389,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2013,20130630,2.592,11.55,11.455,0,0,-1.36,0.124,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2014,20140630,3.047,6.043,5.775,0,0,-1.288,0.303,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2015,20150630,1.907,1.907,1.649,0,0,-0.936,0.258,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2016,20160630,1.511,1.511,1.392,0,0,-0.413,0.119,106,,INDUS ENERGY NL,A,AUS,,1311
211526,INDL,HIST_STD,C,I,2017,20170630,1.223,1.223,1.117,0,0,-0.235,0.106,106,,INDUS ENERGY NL,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2010,20100630,28.167,29.72,28.248,0,0,-2.383,1.447,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2011,20110630,25.823,28.456,26.36,0,0,0.122,1.657,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2012,20120630,25.968,35.049,32.452,0,0,-2.558,2.334,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2013,20130630,22.639,32.558,32.066,0,0,-3.046,0.491,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2014,20140630,17.911,18.301,17.748,0,0,-14.392,0.554,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2015,20150630,12.976,12.991,12.651,0,0,-3.641,0.341,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2016,20160630,10.36,10.659,10.368,0,0,-2.242,0.292,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
211576,INDL,HIST_STD,C,I,2017,20170630,7.99,9.105,8.516,0,0,-1.893,0.588,106,,GLOBAL PETROLEUM LTD,A,AUS,,1311
212106,INDL,HIST_STD,C,I,2010,20101231,5938.621,15178.904,11479.359,394.965,0,3984.079,914.761,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2011,20111231,4063.917,12942.77,9474.679,0,0,5096.747,804.667,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2012,20121231,4787.018,13963.456,10406.79,0,0,4864.669,935.201,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2013,20131231,6575.499,16745.088,13357.184,0,0,4277.01,733.791,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2014,20141231,4955.088,16160.861,12780.521,0,0,3800.415,812.457,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2015,20151231,4348.466,15943.194,12603.4,0,0,2642.752,618.321,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2016,20161231,5464.231,15870.835,12900.062,0,0,2567.945,316.317,203,,PNOC EXPLORATION,A,PHL,,1311
212106,INDL,HIST_STD,C,I,2017,20171231,3282.955,16510.955,13474.76,0,0,3066.232,318.382,203,,PNOC EXPLORATION,A,PHL,,1311
212127,INDL,HIST_STD,C,I,2010,20101231,14522.959,30961.184,20005.318,0,0,19923.765,10124.83,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2011,20111231,21005.918,38695.815,21574.683,0,0,22118.047,16190.724,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2012,20121231,19787.382,50157.253,20590.608,45.818,57.478,27778.2,16065.931,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2013,20131231,20139.017,47772.101,24182.432,33.999,27.385,27045.652,16130.44,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2014,20141231,26783.074,58092.431,27632.747,25.414,297.242,25929.124,21918.878,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2015,20151231,25866.165,59512.029,31444.124,8.781,285.834,33164.703,19451.614,211,,UDMURTNEFT,A,RUS,,1311
212127,INDL,HIST_STD,C,I,2016,20161231,24162.27,62856.907,33601.792,43.708,435.093,32287.063,18873.615,211,,UDMURTNEFT,A,RUS,,1311
212434,INDL,HIST_STD,C,I,2010,20100630,4.5,38.817,30.806,0,0,8.273,5.49,106,,STUART METALS NL,I,AUS,,1311
212899,INDL,HIST_STD,C,I,2010,20100630,5580.379,7177.165,4135.318,42.081,1066.258,1325.713,1923.553,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2011,20110630,13961.382,18668.713,6291.013,6137.39,1674.087,1851.85,10671.342,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2012,20120630,16803.611,24189.824,7498.804,7289.272,1208.642,-342.719,15440.211,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2013,20130630,10176.045,19302.529,6897.025,5206.789,2285.162,408.183,10073.273,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2014,20140630,13598.015,24473.304,7550.276,3738.99,3585.196,1329.583,13306.744,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2015,20150630,11049.757,28884.838,10726.176,5516.929,7097.598,2170.435,10810.055,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
212899,INDL,HIST_STD,C,I,2016,20160630,15074,32982,11205,6195,7310,3082,13922,170,,BRIGHTOIL PETROLEUM (HLDG),A,BMU,,1311
213448,INDL,HIST_STD,C,I,2010,20101231,138.08,325.122,230.537,0,0,-38.772,47.131,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2011,20111231,155.144,301.127,210.955,0,0,2.887,60.089,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2012,20121231,110.159,254.538,199.418,0,0,-3.481,28.528,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2013,20131231,63.213,255.68,168.769,0,0,-43.998,57.398,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2014,20141231,48.83,224.652,107.741,12.85,51.405,-71.991,42.457,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2015,20151231,41.734,142.688,56.04,25.722,10.41,-14.364,54.99,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2016,20161231,21.769,93.957,45.762,8.874,0,19.697,23.951,106,,TAP OIL LTD,A,AUS,,1311
213448,INDL,HIST_STD,C,I,2017,20171231,21.451,68.487,32.08,0,0,14.592,11.805,106,,TAP OIL LTD,A,AUS,,1311
213540,INDL,HIST_STD,C,I,2010,20101231,42.572,159.219,120.362,8.641,22.76,12.684,15.966,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2011,20111231,36.669,167.657,125.9,9.519,22.674,23.94,18.926,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2012,20121231,37.98,175.323,125.951,7.101,26.585,18.194,22.045,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2013,20131231,53.423,203.759,144.189,11.343,30.38,42.064,28.149,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2014,20141231,68.739,208.223,156.755,5.452,13.766,59.277,27.443,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2015,20151231,61.768,184.756,156.423,3.091,7.357,21.349,19.614,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
213540,INDL,HIST_STD,C,I,2016,20161231,44.963,151.641,136.92,4.454,1.003,5.12,12.768,295,,FORAJ SONDE CRAIOV,I,ROU,,1381
214054,INDL,HIST_STD,C,I,2010,20100630,2.93,46.835,41.61,0,0,-0.773,1.364,106,,NEON CAPITAL LTD,I,AUS,,1311
214054,INDL,HIST_STD,C,I,2011,20110630,27.101,66.194,60.105,0,0,1.053,2.493,106,,NEON CAPITAL LTD,I,AUS,,1311
214054,INDL,HIST_STD,C,I,2012,20120630,16.433,80.129,62.155,0,0,1.529,10.502,106,,NEON CAPITAL LTD,I,AUS,,1311
214054,INDL,HIST_STD,C,I,2012,20121231,29.224,100.859,90.45,0,0,-2.222,3.208,106,,NEON CAPITAL LTD,I,AUS,,1311
